advertised_date,number_of_bedrooms,rent,floor_area,level,suburb,furnished,tenancy_preference,number_of_bathrooms,point_of_contact,secondary_address,building_number,street_name,street_suffix,prefix,first_name,last_name,gender,phone_number,email
2022-05-13,3,798.0,1500,8 out of 10,Sydney,Semi-Furnished,Bachelors/Family,3,Contact Agent,Unit 13 ,614,Brown Foreshore,Corso,Dr.,Keith,Hayes,m,4870-5562,aliciarhodes@example.org
2022-06-20,3,663.0,1000,18 out of 21,Sydney,Furnished,Bachelors/Family,3,Contact Agent,6/,894,Rachael Reserve,Slope,Mr.,Luis,Greene,m,(02) 8953 9619,robertsonshelby@example.net
2022-05-31,3,642.0,1260,27 out of 58,Sydney,Unfurnished,Family,3,Contact Agent,Unit 57 ,703,Lisa Foreshore,Close,Mr.,Christopher,Baker,m,+61-436-359-871,wisejane@example.org
2022-06-12,1,588.0,475,8 out of 20,Sydney,Unfurnished,Bachelors/Family,2,Contact Agent,Suite 046 ,489,Miller Walkway,Triangle,Mr.,Craig,Black,m,(02).7780.3687,nicolesaunders@example.com
2022-06-20,2,609.0,620,6 out of 11,Sydney,Semi-Furnished,Family,2,Contact Agent,Level 7 ,644,Castro Ramble,Ground,Dr.,Dr.,Charles,m,(07)32326548,michaelmurphy@example.net
2022-05-31,2,632.0,720,4 out of 7,Sydney,Unfurnished,Bachelors/Family,2,Contact Agent,Flat 41 ,5,Williams Colonnade,Route,,John,Page,u,0464.010.403,victoria46@example.com
2022-06-23,2,613.0,770,2 out of 12,Sydney,Semi-Furnished,Bachelors,2,Contact Agent,Level 0 ,591,Nichols State Highway,Driveway,,Michael,Pratt,u,(03)-5024-9186,kelli08@example.net
2022-06-04,3,875.0,1600,19 out of 25,Sydney,Semi-Furnished,Bachelors/Family,3,Contact Agent,Level 3 ,590,Boyer Nook,Wynd,,Sarah,Rose,u,08.5817.0823,walkermary@example.org
2022-05-23,1,638.0,500,Ground out of 5,Sydney,Furnished,Bachelors/Family,1,Contact Agent,Flat 72 ,88,Johnson Pocket,Tarn,Dr.,James,Johnston,m,7208-8182,saragonzalez@example.org
2022-05-14,1,581.0,350,1 out of 8,Sydney,Unfurnished,Bachelors/Family,1,Contact Owner,0/,740,Destiny Trunkway,Court,Mr.,Steven,Sanders,m,3124-6858,stevenbenson@example.com
2022-05-25,1,567.0,600,4 out of 6,Sydney,Semi-Furnished,Bachelors/Family,1,Contact Owner,Apt. 339 ,51,Henson Approach,Little,Mr.,Ryan,Hamilton,m,03 9573 0643,micheleball@example.org
2022-06-22,2,683.0,900,2 out of 12,Sydney,Furnished,Bachelors/Family,2,Contact Agent,Suite 666 ,60,Phillips Crossing,Distributor,Mrs.,Alexandria,Garcia,f,5531-4802,klozano@example.net
2022-06-20,2,638.0,750,2 out of 3,Sydney,Furnished,Bachelors/Family,2,Contact Agent,19/,0,Nelson Rue,Cross,,Alexander,Evans,u,08.9954.4593,yperry@example.com
2022-05-31,2,850.0,1000,2 out of 7,Sydney,Furnished,Bachelors/Family,2,Contact Agent,Suite 825 ,87,Ashley Pass,Circlet,Dr.,Stephen,Carpenter,m,3482-1963,jflynn@example.com
2022-05-19,3,786.0,1500,7 out of 12,Sydney,Semi-Furnished,Bachelors,3,Contact Agent,Flat 46 ,7,James Steps,Park,Mr.,Adam,Campbell,m,0463 424 285,simsanthony@example.org
2022-05-19,2,786.0,1200,7 out of 12,Sydney,Furnished,Bachelors/Family,3,Contact Agent,Level 8 ,06,Brian Vale,Circlet,Mr.,Christopher,Lynn,m,2373 2436,catherinesmith@example.org
2022-06-25,3,709.0,1200,10 out of 14,Sydney,Furnished,Bachelors/Family,3,Contact Agent,4/,39,Cassandra Highroad,Motorway,,Nehmat,Gandhi,u,+61.463.511.786,whernandez@example.net
2022-05-19,2,722.0,1000,10 out of 12,Sydney,Furnished,Bachelors,2,Contact Agent,Flat 81 ,393,Haley Square,Reserve,Ms.,Michelle,Dorsey,f,(08).2429.6219,nathanlam@example.net
2022-05-19,3,1067.0,1800,7 out of 14,Sydney,Semi-Furnished,Bachelors,4,Contact Agent,1/,7,Sean Crossway,Steps,Dr.,James,Thompson,m,07.8712.4204,zerickson@example.com
2022-06-22,2,651.0,694,1 out of 7,Sydney,Semi-Furnished,Bachelors/Family,2,Contact Agent,Apt. 054 ,266,Nicholas Fairway,Right Of Way,,Jeremy,Acevedo,u,+61 428 267 610,xmolina@example.com
2022-05-31,5,1003.0,3250,12 out of 18,Sydney,Unfurnished,Family,5,Contact Agent,Apt. 014 ,037,Jose Bridge,Grange,Mr.,Samuel,Hurst,m,+61.2.2186.0016,carlpatel@example.net
2022-04-29,3,683.0,1740,21 out of 22,Sydney,Furnished,Bachelors/Family,4,Contact Owner,52/,3,Wallace Bypass,Wynd,,Brett,Flores,u,+61718444226,emily78@example.org
2022-06-16,2,626.0,750,8 out of 14,Sydney,Furnished,Bachelors/Family,2,Contact Agent,Suite 622 ,492,Amanda Tarn,Row,Ms.,Cristina,Williams,f,04307776,hectorwilson@example.net
2022-06-14,3,645.0,1000,12 out of 20,Sydney,Semi-Furnished,Bachelors/Family,3,Contact Agent,009/,27,Barbara Ring,Roadside,,Nicole,Barton,u,+61773358944,sbrennan@example.com
2022-06-13,1,651.0,550,7 out of 10,Sydney,Furnished,Bachelors/Family,2,Contact Agent,1/,6,Trujillo Grange,Trailer,,Kenneth,Brown,u,07.1158.8022,sethsimmons@example.org
2022-04-29,3,606.0,1200,2 out of 4,Sydney,Semi-Furnished,Family,2,Contact Owner,Apt. 116 ,8,Kelly End,Upper,,Sara,Valenzuela,u,0481-266-204,ballardamanda@example.net
2022-05-27,2,614.0,710,15 out of 18,Sydney,Unfurnished,Bachelors/Family,2,Contact Agent,0/,566,Lori Slope,Corner,Dr.,Jill,Bowman,f,(03)03943785,emilyhill@example.net
2022-05-26,2,677.0,1000,10 out of 13,Sydney,Semi-Furnished,Bachelors/Family,2,Contact Agent,Suite 710 ,732,Wall Glen,Roads,Dr.,George,Oliver,m,+61 442 831 781,stephanie38@example.org
2022-06-16,2,677.0,750,7 out of 10,Sydney,Furnished,Bachelors,2,Contact Agent,Unit 09 ,744,Tracey Expressway,Little,Mr.,Christopher,Boyd,m,6908-8864,dclark@example.org
2022-06-16,2,722.0,890,45 out of 77,Sydney,Semi-Furnished,Family,2,Contact Agent,669/,191,Jane Alley,Thoroughfare,Mr.,Kevin,Carter,m,07 3799 2776,stephanieluna@example.com
2022-05-27,1,573.0,421,3 out of 4,Sydney,Unfurnished,Bachelors/Family,1,Contact Agent,751/,34,Sanchez Plateau,Brow,,Paul,Williams,u,7092 4927,chart@example.org
2022-05-27,3,683.0,1300,12 out of 24,Sydney,Semi-Furnished,Family,3,Contact Agent,Suite 728 ,7,Elliott Gap,Front,,Joanne,Kim,u,2042-2378,davidanderson@example.org
2022-06-07,2,628.0,800,5 out of 20,Sydney,Semi-Furnished,Bachelors/Family,2,Contact Agent,Level 8 ,32,Gomez Rise,Street,Mrs.,Catherine,Contreras,f,0464-649-366,fatkins@example.org
2022-04-29,1,569.0,650,18 out of 19,Sydney,Furnished,Bachelors/Family,2,Contact Owner,Level 2 ,48,James Mew,Trail,Mr.,Marcus,Gray,m,0080 6430,johnsonebony@example.net
2022-05-14,2,619.0,650,10 out of 20,Sydney,Semi-Furnished,Bachelors/Family,2,Contact Agent,Apt. 985 ,1,Daniel Motorway,Formation,,Glenn,Franco,u,02 5920 6515,robert07@example.net
2022-05-27,2,600.0,680,12 out of 20,Sydney,Unfurnished,Bachelors/Family,2,Contact Agent,Suite 038 ,42,William Dip,Ridgeway,Mrs.,Leslie,Lewis,f,(07) 3651 6584,heatherwilliams@example.org
2022-05-23,1,622.0,475,10 out of 18,Sydney,Unfurnished,Bachelors/Family,1,Contact Agent,Unit 51 ,002,Monica Top,Gardens,Mr.,Matthew,Gonzalez,m,3499-3394,kimberlyjohnson@example.net
2022-04-29,1,578.0,450,2 out of 4,Sydney,Unfurnished,Bachelors/Family,1,Contact Owner,Apt. 785 ,68,Mariah Lees,Villas,Mr.,Austin,Pierce,m,08 8663 0763,griffinemily@example.net
2022-06-04,1,594.0,400,3 out of 6,Sydney,Unfurnished,Bachelors,1,Contact Owner,65/,19,Calhoun Fairway,Heights,Dr.,Travis,Flores,m,+61-8-1046-2952,rebekah51@example.net
2022-05-27,3,722.0,1450,3 out of 7,Sydney,Unfurnished,Bachelors,3,Contact Agent,Level 4 ,02,Davis Circus,Bridge,Miss,Sandra,Hall,f,0427-052-757,richardskatherine@example.com
2022-05-27,2,629.0,650,15 out of 24,Sydney,Semi-Furnished,Family,2,Contact Agent,Suite 185 ,277,John Formation,Corner,Mrs.,Lisa,Murphy,f,08-5840-3052,jeremy52@example.net
2022-05-27,1,586.0,650,3 out of 4,Sydney,Semi-Furnished,Bachelors/Family,1,Contact Owner,Level 1 ,054,Richard Lower,Ring,,Adam,Roberts,u,9165-8266,kristencampbell@example.com
2022-06-12,3,645.0,1000,15 out of 20,Sydney,Semi-Furnished,Bachelors/Family,2,Contact Agent,Level 6 ,163,Lori Parkway,Run,Mrs.,Sharon,Morrison,f,0417 502 395,angelaholden@example.com
2022-06-07,3,641.0,1050,6 out of 8,Sydney,Semi-Furnished,Family,3,Contact Agent,Suite 822 ,68,Rose Triangle,Distributor,Dr.,Christina,Burns,f,4859 7568,danielle93@example.org
2022-06-11,2,613.0,831,16 out of 22,Sydney,Unfurnished,Family,2,Contact Agent,Flat 92 ,1,Avila Alley,Service Way,,Raymond,Smith,u,+61 2 5201 4200,paulsmith@example.org
2022-06-11,1,576.0,250,4 out of 10,Sydney,Unfurnished,Bachelors/Family,1,Contact Owner,Unit 22 ,7,Charles Sound,Centreway,,Erik,Silva,u,(08) 2773 4079,jimmy67@example.net
2022-05-14,2,677.0,900,18 out of 30,Sydney,Semi-Furnished,Bachelors,2,Contact Agent,Flat 71 ,030,Ricardo Strip,Path,Mrs.,Danielle,Soto,f,0443 230 521,amygarcia@example.com
2022-06-10,3,939.0,1800,8 out of 12,Sydney,Furnished,Bachelors,3,Contact Agent,3/,404,Danielle Top,Interchange,Mr.,Jonathan,Robbins,m,0488.384.124,uryan@example.com
2022-05-16,2,811.0,1000,7 out of 8,Sydney,Furnished,Bachelors/Family,2,Contact Agent,Suite 693 ,637,Lynn Roadside,Place,,Darren,Shaw,u,+61.485.444.420,roberto07@example.org
2022-04-29,2,638.0,935,2 out of 7,Sydney,Semi-Furnished,Bachelors/Family,2,Contact Owner,049/,19,Beck Boulevard,Intersection,Dr.,Michael,Garcia,m,+61.483.547.601,michaelray@example.net
2022-06-13,4,914.0,2500,24 out of 55,Sydney,Semi-Furnished,Bachelors/Family,6,Contact Agent,58/,77,Hamilton Square,Ridge,Mrs.,Christina,Fletcher,f,+61 7 4574 7640,maldonadodorothy@example.org
2022-05-31,1,600.0,430,15 out of 23,Sydney,Furnished,Bachelors/Family,1,Contact Agent,598/,61,Donald Frontage,Run,,Heather,Russell,u,(08)53251737,fmullins@example.net
2022-05-10,1,581.0,330,4 out of 8,Sydney,Semi-Furnished,Bachelors/Family,1,Contact Owner,239/,1,Jason Colonnade,Beach,Mrs.,Rebecca,Harris,f,(08)86616778,jriggs@example.net
2022-04-29,1,587.0,400,Upper Basement out of 7,Sydney,Unfurnished,Bachelors/Family,1,Contact Owner,37/,46,Cline Anchorage,Junction,Mrs.,Musa,Ncube,f,+61.432.516.845,dustinmoran@example.com
2022-06-12,2,664.0,750,11 out of 27,Sydney,Semi-Furnished,Bachelors/Family,2,Contact Agent,0/,268,Powell Spur,Top,Mrs.,Stephanie,West,f,0428-299-617,katiejones@example.com
2022-06-12,1,588.0,450,6 out of 10,Sydney,Unfurnished,Bachelors,2,Contact Agent,Apt. 651 ,3,Matthew Round,Bypass,,Jordan,Parker-Smith,u,4759 2061,msmith@example.org
2022-04-29,1,597.0,640,11 out of 23,Sydney,Furnished,Bachelors/Family,2,Contact Owner,44/,152,Cooper Crest,Estate,,Travis,Martin,u,(08)-4618-5055,klowe@example.net
2022-06-23,3,645.0,850,5 out of 8,Sydney,Unfurnished,Bachelors,3,Contact Agent,Apt. 973 ,76,Jessica Artery,Walkway,,Brian,Vargas,u,+61-496-686-576,patricia48@example.net
2022-05-13,2,603.0,685,10 out of 18,Sydney,Semi-Furnished,Bachelors,2,Contact Agent,Flat 36 ,687,Tara Quadrant,Estate,Dr.,Dr.,Carlos,m,0363-2884,charlesthompson@example.com
2022-06-12,1,590.0,400,6 out of 10,Sydney,Unfurnished,Bachelors,2,Contact Agent,Suite 381 ,63,Perez Courtyard,Chase,Ms.,Donna,Rodriguez,f,+61-2-9418-6829,uramirez@example.net
2022-06-15,1,601.0,500,8 out of 13,Sydney,Furnished,Bachelors/Family,2,Contact Agent,Apt. 697 ,85,Watkins Quays,Court,Dr.,Andrea,Diaz,f,08-3691-1544,justin38@example.net
2022-05-24,1,586.0,550,2 out of 4,Sydney,Unfurnished,Bachelors,1,Contact Agent,Level 8 ,652,Vanessa Steps,Stairs,,Joshua,Bass,u,(07)79836982,qwalker@example.com
2022-06-11,4,875.0,2500,2 out of 8,Sydney,Unfurnished,Bachelors/Family,4,Contact Agent,Apt. 749 ,202,Mary Vale,Key,,Tony,Moreno,u,+61-438-583-859,smithtamara@example.net
2022-05-14,3,786.0,1100,6 out of 15,Sydney,Furnished,Family,3,Contact Agent,7/,68,Mitchell Courtyard,Circle,,Kimberly,Johnson,u,0391.5715,jonessteven@example.org
2022-05-31,2,579.0,650,3 out of 12,Sydney,Unfurnished,Family,2,Contact Agent,Unit 86 ,05,Valerie Key,Centre,,Jason,Avila,u,+61.3.6893.3153,bethanycooley@example.net
2022-06-04,3,626.0,850,6 out of 7,Sydney,Unfurnished,Bachelors,3,Contact Agent,Suite 311 ,2,Colleen Anchorage,Block,Dr.,Elizabeth,Smith,f,+61 2 2397 0370,leonard74@example.net
2022-05-23,1,586.0,550,Ground out of 4,Sydney,Unfurnished,Bachelors,1,Contact Agent,297/,5,Mark Trailer,Brace,Ms.,Beth,Wilkerson,f,(07)73270807,munozclinton@example.com
2022-06-23,2,626.0,750,5 out of 8,Sydney,Furnished,Bachelors/Family,2,Contact Agent,Apt. 573 ,090,Christina Park,Little,Mr.,Adam,Floyd,m,+61-438-194-320,zadams@example.net
2022-06-25,2,619.0,800,5 out of 8,Sydney,Semi-Furnished,Bachelors/Family,2,Contact Agent,5/,5,Estrada Trail,Corso,Dr.,Keith,Hampton,m,38671486,carolyn64@example.net
2022-06-16,3,628.0,1325,15 out of 36,Sydney,Furnished,Bachelors/Family,4,Contact Agent,5/,0,Amber Part,Vale,,Darren,Wright,u,+61.3.3997.9194,william32@example.com
2022-04-29,2,606.0,700,3 out of 6,Sydney,Semi-Furnished,Bachelors/Family,2,Contact Owner,Flat 12 ,47,Valentine Common,Interchange,Mrs.,Valerie,Shepherd,f,(03) 6592 5355,ryan10@example.net
2022-06-23,2,677.0,850,15 out of 25,Sydney,Semi-Furnished,Bachelors/Family,2,Contact Agent,1/,8,Fitzgerald Freeway,Elbow,,Ishita,Agrawal,u,+61-436-452-348,nicole09@example.net
2022-06-22,1,573.0,305,10 out of 24,Sydney,Unfurnished,Bachelors,1,Contact Agent,7/,348,Soto Path,Cove,,Robert,Lawson,u,6339-0608,rickyfoster@example.net
2022-06-14,2,619.0,850,8 out of 10,Sydney,Unfurnished,Bachelors/Family,2,Contact Agent,Flat 14 ,2,Heather Top,Artery,Dr.,Daniel,Daniels,m,+61797960449,autumn53@example.org
2022-06-14,2,610.0,724,6 out of 11,Sydney,Unfurnished,Bachelors/Family,2,Contact Agent,Level 9 ,898,Henry Park,Row,Mrs.,Cynthia,Hampton,f,+61.406.008.250,rreeves@example.com
2022-06-12,2,626.0,650,8 out of 16,Sydney,Furnished,Bachelors,2,Contact Agent,Unit 57 ,004,Hudson Avenue,Walkway,Mr.,George,Wilson,m,07.6596.6818,wkerr@example.com
2022-06-16,2,600.0,650,5 out of 7,Sydney,Unfurnished,Family,2,Contact Agent,Apt. 832 ,731,Jillian Landing,Quays,,Alan,Edwards,u,(07)08004325,stevenbeasley@example.net
2022-06-15,2,597.0,700,15 out of 28,Sydney,Unfurnished,Bachelors,2,Contact Agent,402/,305,Brian View,Broadway,Mrs.,Deborah,Santana,f,0468.270.081,romeropamela@example.com
2022-05-26,2,615.0,785,4 out of 7,Sydney,Furnished,Bachelors/Family,2,Contact Agent,49/,309,Johnson Terrace,Tollway,Dr.,Lisa,Barnett,f,57721030,ulee@example.net
2022-05-28,1,601.0,380,12 out of 20,Sydney,Unfurnished,Bachelors/Family,2,Contact Agent,Suite 559 ,7,Garcia Causeway,Follow,Mrs.,Melissa,Santiago,f,0413-524-027,rchung@example.net
2022-05-14,1,606.0,475,18 out of 23,Sydney,Unfurnished,Bachelors,1,Contact Agent,45/,095,Martin Lookout,Block,Mr.,Robert,Duran,m,5921 4676,kimberlyjones@example.net
2022-06-20,2,596.0,640,6 out of 20,Sydney,Unfurnished,Bachelors/Family,2,Contact Agent,Flat 52 ,82,Smith View,Pass,Dr.,Sandra,Bradshaw,f,08-9630-8889,joseph28@example.net
2022-06-02,1,577.0,320,23 out of 23,Sydney,Unfurnished,Bachelors/Family,1,Contact Owner,Flat 89 ,3,Underwood Frontage,Subway,,Thomas,Mills,u,+61290763359,chadcox@example.net
2022-05-13,3,654.0,1100,16 out of 21,Sydney,Unfurnished,Bachelors/Family,4,Contact Agent,Flat 15 ,010,Emily Trail,Reach,Dr.,Monique,Shaw,f,0205549386,iwang@example.com
2022-06-16,4,926.0,1500,5 out of 15,Sydney,Furnished,Bachelors/Family,3,Contact Agent,Level 4 ,1,Jean Dale,Avenue,,Debbie,Ross,u,+61.496.450.272,yorkangela@example.com
2022-05-18,2,600.0,650,6 out of 8,Sydney,Semi-Furnished,Bachelors/Family,2,Contact Agent,24/,1,Anthony Amble,Vale,,Paul,Scott,u,+61 7 0884 9483,timothy62@example.org
2022-05-19,1,606.0,508,16 out of 18,Sydney,Semi-Furnished,Bachelors/Family,2,Contact Agent,Suite 411 ,528,Maria Ride,Entrance,Miss,Joanna,Holland,f,0442-571-543,allenjennifer@example.net
2022-05-22,2,615.0,720,Upper Basement out of 16,Sydney,Unfurnished,Bachelors,2,Contact Agent,Suite 852 ,6,Hunt Centre,Vale,Mr.,Michael,Jones,m,(07)34994425,derekwilliams@example.org
2022-04-29,2,619.0,750,Ground out of 5,Sydney,Unfurnished,Bachelors/Family,2,Contact Owner,Level 6 ,56,Wade Common,Stairs,,Edwin,Pineda,u,0443.533.110,johnsonheidi@example.org
2022-06-20,2,565.0,623,6 out of 7,Sydney,Unfurnished,Family,2,Contact Agent,Flat 25 ,9,Dean Break,Fire Track,,Margaret,Flores,u,(07) 3952 2562,gardneranne@example.com
2022-05-27,1,589.0,450,5 out of 8,Sydney,Furnished,Family,2,Contact Agent,32/,032,Yu Corso,Glen,Mr.,Michael,Yang,m,03 4810 2528,priscillaroach@example.com
2022-06-16,2,613.0,650,3 out of 7,Sydney,Furnished,Bachelors/Family,2,Contact Agent,Suite 442 ,38,Kelly Interchange,Freeway,Mr.,Danny,Kaufman,m,+61-8-1770-3720,christina62@example.com
2022-05-22,2,604.0,700,Upper Basement out of 22,Sydney,Unfurnished,Bachelors/Family,2,Contact Agent,Flat 16 ,1,Alisha Expressway,Square,Mr.,Willie,Byrd,m,+61-457-969-076,reyesjames@example.net
2022-06-03,4,939.0,2308,9 out of 31,Sydney,Semi-Furnished,Bachelors/Family,6,Contact Agent,Suite 869 ,49,Jeffrey Arcade,Tarn,,Andrea,Fletcher,u,1377-5374,barbarawhite@example.org
2022-06-04,2,606.0,625,6 out of 14,Sydney,Semi-Furnished,Bachelors,2,Contact Agent,Flat 99 ,40,Sharon Rue,Round,Dr.,Amber,Hall,f,03-3597-7816,owalker@example.net
2022-05-17,4,939.0,2200,7 out of 8,Sydney,Furnished,Family,4,Contact Agent,Suite 486 ,121,Woods Intersection,Freeway,Mr.,Manuel,Cooper,m,02 7375 6683,westpaula@example.com
2022-06-20,2,664.0,870,5 out of 21,Sydney,Furnished,Bachelors/Family,2,Contact Agent,Level 6 ,26,Anthony Turn,Brow,Mr.,Brian,Murray,m,+61896590578,robinerickson@example.org
2022-06-04,3,696.0,1300,4 out of 12,Sydney,Semi-Furnished,Bachelors/Family,3,Contact Agent,Apt. 037 ,7,Ruben Riviera,Causeway,Miss,Elizabeth,White,f,02-5242-0345,mark27@example.org
2022-06-23,2,606.0,750,2 out of 8,Sydney,Unfurnished,Family,2,Contact Agent,Level 1 ,9,Castillo Roadside,Chase,,Sarah,Stevens,u,+61 7 1651 4509,qlopez@example.org
2022-06-04,2,622.0,550,3 out of 9,Sydney,Furnished,Bachelors/Family,2,Contact Agent,Suite 122 ,0,Kristen Pass,Mews,Mr.,Ryan,Reynolds,m,0415-295-294,johnhays@example.com
2022-06-23,3,747.0,1330,32 out of 59,Sydney,Semi-Furnished,Family,4,Contact Agent,Unit 85 ,46,Jonathan Firetrail,Rosebowl,,Amanda,Petty,u,+61.7.8087.8560,deancourtney@example.com
2022-06-23,3,638.0,1000,5 out of 10,Sydney,Semi-Furnished,Bachelors/Family,3,Contact Agent,Apt. 850 ,5,Bonnie Gates,Cutting,,Charles,Riddle,u,0284126950,pthomas@example.net
2022-05-31,2,619.0,770,4 out of 14,Sydney,Unfurnished,Bachelors/Family,2,Contact Agent,Level 4 ,195,Kristin Street,Mount,,Joshua,Roberts,u,0494.813.317,beverlysimmons@example.com
2022-06-16,2,624.0,800,3 out of 7,Sydney,Unfurnished,Family,2,Contact Agent,8/,09,Gill Colonnade,Viaduct,Miss,Jasmin,Riley,f,1245 3506,deandevin@example.net
2022-05-29,4,786.0,1691,20 out of 32,Sydney,Semi-Furnished,Bachelors/Family,6,Contact Agent,61/,07,Richard Thoroughfare,Circle,,Christy,Lopez,u,+61.2.7128.6852,kimberlywatkins@example.com
2022-05-14,1,632.0,550,12 out of 20,Sydney,Furnished,Bachelors,2,Contact Agent,4/,2,Price Quad,Strip,,James,Rodriguez,u,+61-3-2635-7472,lisa96@example.org
2022-06-25,2,610.0,663,25 out of 43,Sydney,Unfurnished,Bachelors/Family,2,Contact Agent,Flat 65 ,75,Mccarthy Lees,Cross,Ms.,Caitlin,Wolfe,f,0354178921,kgreen@example.org
2022-06-16,1,581.0,400,3 out of 4,Sydney,Semi-Furnished,Bachelors/Family,1,Contact Owner,Suite 975 ,45,Catherine Strip,Copse,Mrs.,Nutcha,Phusilarungrueng,f,+61.451.161.984,scott84@example.com
2022-06-04,2,628.0,625,9 out of 18,Sydney,Furnished,Bachelors,2,Contact Agent,Level 5 ,7,Kari Circlet,Firetrail,,Stacey,Martinez,u,(08)05301060,paige15@example.com
2022-06-16,4,722.0,1432,12 out of 20,Sydney,Unfurnished,Bachelors/Family,3,Contact Agent,Suite 855 ,312,Harper Gates,Freeway,Mrs.,Sarah,Jacobs,f,+61 2 2966 6699,tammydavis@example.org
2022-05-24,1,587.0,425,3 out of 5,Sydney,Unfurnished,Bachelors,1,Contact Agent,Suite 566 ,18,Harding Crest,Crossroad,,Edwin,Campbell,u,0463.186.604,usmith@example.com
2022-06-12,2,627.0,649,5 out of 22,Sydney,Semi-Furnished,Bachelors,2,Contact Agent,45/,84,Kimberly Viaduct,Key,,Amber,Nelson,u,0459 910 084,anthonyphillips@example.org
2022-05-14,2,626.0,905,10 out of 37,Sydney,Unfurnished,Bachelors,2,Contact Agent,47/,07,Robert Place,Mews,,Kathleen,Davies,u,+61350913283,vhenson@example.net
2022-04-27,2,578.0,882,10 out of 22,Sydney,Unfurnished,Bachelors,2,Contact Owner,4/,274,Brad Way,Retreat,Mr.,Joshua,Williams,m,+61-3-1442-0392,david54@example.com
2022-05-31,2,653.0,736,16 out of 36,Sydney,Unfurnished,Family,2,Contact Agent,Unit 75 ,128,Grace Lees,Corner,Dr.,Cody,Patterson,m,03.7304.1318,grahamchristian@example.org
2022-06-24,1,613.0,225,3 out of 6,Sydney,Unfurnished,Bachelors,1,Contact Owner,Unit 22 ,5,Brian Piazza,Green,Mr.,Trevor,Becker,m,0491.635.498,barbaragraham@example.net
2022-05-22,2,605.0,720,Upper Basement out of 22,Sydney,Unfurnished,Bachelors/Family,2,Contact Agent,6/,826,Medina Circle,Roadside,Mr.,Dr.,Thembile,m,+61 462 587 069,ochapman@example.net
2022-06-07,1,571.0,555,6 out of 7,Sydney,Unfurnished,Bachelors,1,Contact Owner,Level 6 ,68,Morrison Park,Ridge,,Rachel,Khan,u,03-8234-4514,randallleonard@example.org
2022-06-12,2,626.0,649,4 out of 22,Sydney,Semi-Furnished,Bachelors,2,Contact Agent,Flat 93 ,821,Olson Break,Motorway,Mrs.,Bhuti,Thabani,f,+61.3.3845.3868,johngaines@example.com
2022-06-15,3,670.0,1000,3 out of 3,Sydney,Furnished,Bachelors,2,Contact Agent,4/,1,Sonia Way,Park,Mr.,Robert,Vazquez,m,(03) 7140 9789,towens@example.com
2022-06-04,2,875.0,1300,Upper Basement out of 10,Sydney,Furnished,Bachelors/Family,2,Contact Agent,66/,95,Jones Fairway,Grange,Dr.,Christopher,Clark,m,03 1867 5589,brownpatty@example.com
2022-06-24,2,587.0,1065,15 out of 15,Sydney,Furnished,Bachelors/Family,2,Contact Owner,Apt. 095 ,7,Kevin Right Of Way,Bridge,,Kimberly,Key,u,+61 3 4118 5285,sanchezsabrina@example.com
2022-06-06,1,626.0,500,8 out of 18,Sydney,Unfurnished,Bachelors,1,Contact Agent,Suite 341 ,91,Leah Anchorage,Brae,Mr.,Robert,Klein,m,+61.8.9079.5319,erin16@example.org
2022-05-31,3,645.0,906,7 out of 10,Sydney,Semi-Furnished,Bachelors/Family,3,Contact Agent,590/,5,Wheeler Motorway,Deviation,Dr.,Breanna,Lewis,f,03.6583.4065,dking@example.com
2022-06-22,3,939.0,1800,11 out of 11,Sydney,Furnished,Bachelors/Family,4,Contact Agent,Suite 558 ,74,Allison Arcade,Plaza,Mr.,Patrick,Alvarado,m,0487.895.462,brenda54@example.net
2022-05-26,2,587.0,500,1 out of 3,Sydney,Furnished,Bachelors/Family,1,Contact Owner,62/,026,Amy Dell,Upper,Miss,Denise,Williams,f,(02).0965.6856,taylorwilliam@example.org
2022-06-16,1,600.0,450,2 out of 7,Sydney,Unfurnished,Bachelors/Family,1,Contact Owner,Apt. 720 ,907,Brittney Plateau,Upper,Dr.,Jessica,Lee,f,03 0519 6419,meltonjacob@example.org
2022-06-04,1,590.0,495,5 out of 7,Sydney,Furnished,Bachelors/Family,2,Contact Owner,Apt. 666 ,872,Myers Dale,River,Mrs.,Megan,Morgan,f,+61225897594,kellywagner@example.net
2022-05-19,1,587.0,407,5 out of 23,Sydney,Unfurnished,Bachelors/Family,2,Contact Owner,Suite 199 ,14,Frazier Right Of Way,Motorway,,Cindy,Matthews,u,+61.8.2913.0214,gregorybeltran@example.org
